"Event Name","Event Type","Resource Id","Event Date","Account","Region","Description"
"o2-s3-default-encryption","security","dcbkt1","2021-03-31T13:15:51.966Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","dcbkt1","2021-03-31T13:15:52.031Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","dcbkt1","2021-03-31T13:15:52.111Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","dcbkt1","2021-03-31T13:15:52.182Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-s3-default-encryption","security","apricot002","2021-03-31T13:21:02.409Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","apricot002","2021-03-31T13:21:02.468Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","apricot002","2021-03-31T13:21:02.559Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","apricot002","2021-03-31T13:21:02.614Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-s3-default-encryption","security","apricot003","2021-03-31T13:28:18.391Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","apricot003","2021-03-31T13:28:18.446Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","apricot003","2021-03-31T13:28:18.544Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","apricot003","2021-03-31T13:28:18.588Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-s3-default-encryption","security","apricot001","2021-03-31T13:55:35.887Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-default-encryption","security","dctest31","2021-03-31T13:59:05.489Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","dctest31","2021-03-31T13:59:05.546Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","dctest31","2021-03-31T13:59:05.637Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","dctest31","2021-03-31T13:59:05.695Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-mb4eyvgxw6sts-CustomEventTriggerChecks-1RVVCK5ZD8SD8","2021-03-31T20:44:56.285Z","Cloudticity-Fission-QA","us-east-1","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-mb4eyvgxw6sts-SendEventsEvent-VCV1BBV576MH","2021-03-31T20:44:56.339Z","Cloudticity-Fission-QA","us-east-1","o2-cloudformation-drift-detected"
"o2-security-group-unrestricted-rdp","security","sg-0c7bd22ffea02bd8b","2021-04-01T01:16:06.153Z","Cloudticity-Fission-QA","us-east-1","A security group has port 3389 (RDP) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-0c7bd22ffea02bd8b","2021-04-01T01:16:06.216Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-rdp","security","sg-07f79eb120b69e633","2021-04-01T01:16:27.181Z","Cloudticity-Fission-QA","us-east-1","A security group has port 3389 (RDP) assigned to an open IP range."
"o2-security-group-unrestricted-rdp","security","sg-00d227fecab39f358","2021-04-01T04:47:42.742Z","Cloudticity-Fission-QA","us-east-1","A security group has port 3389 (RDP) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-00d227fecab39f358","2021-04-01T04:47:42.782Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-rdp","security","sg-0848774ef644f99f8","2021-04-01T04:47:45.768Z","Cloudticity-Fission-QA","us-east-1","A security group has port 3389 (RDP) assigned to an open IP range."
"o2-security-group-unrestricted-rdp","security","sg-026e256c13b83c835","2021-04-01T04:54:06.958Z","Cloudticity-Fission-QA","us-east-1","A security group has port 3389 (RDP) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-026e256c13b83c835","2021-04-01T04:54:07.026Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-rdp","security","sg-0cc4f1100bbac51b0","2021-04-01T04:58:18.170Z","Cloudticity-Fission-QA","us-east-1","A security group has port 3389 (RDP) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-0cc4f1100bbac51b0","2021-04-01T04:58:18.234Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-026e256c13b83c835","2021-04-01T05:03:46.641Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-0b9efb40df237beb0","2021-04-01T05:11:33.090Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-security-group-unrestricted-ssh","security","sg-07c8402240d733dea","2021-04-01T05:11:59.170Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-iam-user-no-group-assignment","security","airtel001","2021-04-01T06:49:19.564Z","Cloudticity-Fission-QA","us-east-1","o2-iam-user-no-group-assignment"
"o2-iam-user-no-group-assignment","security","airtel002","2021-04-01T07:03:03.412Z","Cloudticity-Fission-QA","us-east-1","o2-iam-user-no-group-assignment"
"o2-iam-user-no-group-assignment","security","airtel003rep","2021-04-01T07:04:59.266Z","Cloudticity-Fission-QA","us-east-1","o2-iam-user-no-group-assignment"
"o2-s3-default-encryption","security","apples1","2021-04-01T07:09:23.685Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","apples1","2021-04-01T07:09:23.856Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","apples1","2021-04-01T07:09:23.954Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","apples1","2021-04-01T07:09:24.013Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-iam-user-no-group-assignment","security","airtel005","2021-04-01T07:14:35.957Z","Cloudticity-Fission-QA","us-east-1","o2-iam-user-no-group-assignment"
"o2-s3-default-encryption","security","alp001","2021-04-01T08:03:09.977Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","alp001","2021-04-01T08:03:10.044Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","alp001","2021-04-01T08:03:10.154Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","alp001","2021-04-01T08:03:10.202Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-s3-default-encryption","security","alp001","2021-04-01T08:04:58.964Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-default-encryption","security","aple0034","2021-04-01T08:08:34.619Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","aple0034","2021-04-01T08:08:34.682Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","aple0034","2021-04-01T08:08:35.033Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","aple0034","2021-04-01T08:08:35.132Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-s3-default-encryption","security","aple0034","2021-04-01T08:11:55.091Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-default-encryption","security","aples0045","2021-04-01T08:15:54.466Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","aples0045","2021-04-01T08:15:54.532Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","aples0045","2021-04-01T08:15:54.633Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","aples0045","2021-04-01T08:15:54.699Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-s3-required-tags","compliance","aphles99","2021-04-01T08:18:52.447Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","aphles99","2021-04-01T08:18:52.505Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-s3-default-encryption","security","aphles99","2021-04-01T08:27:41.524Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-default-encryption","security","aphles99","2021-04-01T08:31:41.398Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-ec2-no-asg","availability","i-0272ae404bce861cc","2021-04-01T09:08:23.839Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-public-subnet","security","i-0272ae404bce861cc","2021-04-01T09:08:23.892Z","Cloudticity-Fission-QA","us-east-1","An EC2 instance is deployed in a public subnet"
"o2-ec2-required-tags","compliance","i-0272ae404bce861cc","2021-04-01T09:08:23.954Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-no-recent-snapshot","compliance","vol-0cd2a8444d867e0b7","2021-04-01T09:08:32.535Z","Cloudticity-Fission-QA","us-east-1","o2-ebs-no-recent-snapshot"
"o2-ebs-untagged-volume","compliance","vol-0cd2a8444d867e0b7","2021-04-01T09:08:32.625Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-unmanaged-instance","compliance","i-0272ae404bce861cc","2021-04-01T09:09:38.049Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-unmanaged-instance"
"o2-ec2-unmanaged-instance","compliance","i-0272ae404bce861cc","2021-04-01T09:20:21.082Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-unmanaged-instance"
"o2-s3-default-encryption","security","apels001","2021-04-01T09:33:44.428Z","Cloudticity-Fission-QA","us-east-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","apels001","2021-04-01T09:33:44.476Z","Cloudticity-Fission-QA","us-east-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","apels001","2021-04-01T09:33:44.546Z","Cloudticity-Fission-QA","us-east-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","apels001","2021-04-01T09:33:44.593Z","Cloudticity-Fission-QA","us-east-1","S3 bucket versioning is not enabled"
"o2-ec2-no-asg","availability","i-0d5406eb368513358","2021-04-01T10:09:03.234Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-required-tags","compliance","i-0d5406eb368513358","2021-04-01T10:09:03.303Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-no-recent-snapshot","compliance","vol-012fc9f41cbd0ef42","2021-04-01T10:09:21.469Z","Cloudticity-Fission-QA","us-east-1","o2-ebs-no-recent-snapshot"
"o2-ebs-untagged-volume","compliance","vol-012fc9f41cbd0ef42","2021-04-01T10:09:21.578Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-no-asg","availability","i-0981e81a1fe77a01e","2021-04-01T10:12:03.083Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-required-tags","compliance","i-0981e81a1fe77a01e","2021-04-01T10:12:03.185Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-no-recent-snapshot","compliance","vol-04114608b634654ad","2021-04-01T10:12:13.109Z","Cloudticity-Fission-QA","us-east-1","o2-ebs-no-recent-snapshot"
"o2-ebs-untagged-volume","compliance","vol-04114608b634654ad","2021-04-01T10:12:13.259Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-unmanaged-instance","compliance","i-0d5406eb368513358","2021-04-01T10:19:34.315Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-unmanaged-instance"
"o2-vpc-default-sg-allow-traffic","security","vpc-07050a98c2c891edb","2021-04-01T11:51:20.538Z","Cloudticity-Fission-QA","us-east-1","o2-vpc-default-sg-allow-traffic"
"o2-vpc-no-flowlog","compliance","vpc-07050a98c2c891edb","2021-04-01T11:51:20.679Z","Cloudticity-Fission-QA","us-east-1","o2-vpc-no-flowlog"
"o2-security-group-unrestricted-ssh","security","sg-0d609b95aaa34c687","2021-04-01T12:13:57.049Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ec2-no-asg","availability","i-0e398fe4ac7786eea","2021-04-01T12:14:04.000Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-required-tags","compliance","i-0e398fe4ac7786eea","2021-04-01T12:14:04.098Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-no-recent-snapshot","compliance","vol-076b227da6d2bd522","2021-04-01T12:14:06.562Z","Cloudticity-Fission-QA","us-east-1","o2-ebs-no-recent-snapshot"
"o2-ebs-untagged-volume","compliance","vol-076b227da6d2bd522","2021-04-01T12:14:06.661Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-no-asg","availability","i-03210ecc7dbcf186b","2021-04-01T12:15:38.369Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-required-tags","compliance","i-03210ecc7dbcf186b","2021-04-01T12:15:38.484Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-no-recent-snapshot","compliance","vol-03d3951fa7d412b18","2021-04-01T12:15:48.425Z","Cloudticity-Fission-QA","us-east-1","o2-ebs-no-recent-snapshot"
"o2-ebs-untagged-volume","compliance","vol-03d3951fa7d412b18","2021-04-01T12:15:48.525Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-public-subnet","security","i-0e398fe4ac7786eea","2021-04-01T12:30:28.089Z","Cloudticity-Fission-QA","us-east-1","An EC2 instance is deployed in a public subnet"
"o2-ec2-keypair-not-available","compliance","kiran-test-vpc-learn","2021-04-01T12:31:47.727Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-keypair-not-available"
"o2-security-group-unrestricted-ssh","security","sg-0e40e55efe726d136","2021-04-01T12:31:49.165Z","Cloudticity-Fission-QA","us-east-1","A security group has port 22 (SSH) assigned to an open IP range."
"o2-ec2-no-asg","availability","i-02ac4f4bf54081ecd","2021-04-01T12:31:52.198Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-public-subnet","security","i-02ac4f4bf54081ecd","2021-04-01T12:31:52.266Z","Cloudticity-Fission-QA","us-east-1","An EC2 instance is deployed in a public subnet"
"o2-ec2-required-tags","compliance","i-02ac4f4bf54081ecd","2021-04-01T12:31:52.327Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-no-recent-snapshot","compliance","vol-0db7dd68abd1ff0ca","2021-04-01T12:31:57.068Z","Cloudticity-Fission-QA","us-east-1","o2-ebs-no-recent-snapshot"
"o2-ebs-untagged-volume","compliance","vol-0db7dd68abd1ff0ca","2021-04-01T12:31:57.169Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-no-asg","availability","i-0acff9b5c86b8902e","2021-04-01T12:32:41.188Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-required-tags","compliance","i-0acff9b5c86b8902e","2021-04-01T12:32:41.275Z","Cloudticity-Fission-QA","us-east-1","EC2 instance is missing required tags"
"o2-ebs-no-recent-snapshot","compliance","vol-0b64dd44e8911122b","2021-04-01T12:32:45.987Z","Cloudticity-Fission-QA","us-east-1","o2-ebs-no-recent-snapshot"
"o2-ebs-untagged-volume","compliance","vol-0b64dd44e8911122b","2021-04-01T12:32:46.086Z","Cloudticity-Fission-QA","us-east-1","Untagged EBS Volume"
"o2-ec2-unmanaged-instance","compliance","i-0272ae404bce861cc","2021-04-01T12:45:26.595Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-unmanaged-instance"
"o2-ec2-unmanaged-instance","compliance","i-0981e81a1fe77a01e","2021-04-01T12:45:26.970Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-unmanaged-instance"
"o2-ec2-unmanaged-instance","compliance","i-02ac4f4bf54081ecd","2021-04-01T12:45:27.108Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-unmanaged-instance"
"o2-ec2-unmanaged-instance","compliance","i-0acff9b5c86b8902e","2021-04-01T12:45:27.338Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-unmanaged-instance"
"o2-ec2-unassociated-eip","cost","eipalloc-0ad67318b282454b3","2021-04-01T13:19:58.598Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-unassociated-eip"
"o2-ec2-unused-keypair","compliance","kiran-test-vpc-learn","2021-04-01T13:30:07.649Z","Cloudticity-Fission-QA","us-east-1","o2-ec2-unused-key-pair"
"o2-ec2-no-asg","availability","i-02ac4f4bf54081ecd","2021-04-01T13:31:24.570Z","Cloudticity-Fission-QA","us-east-1","Instances without an autoscaling group should be configured for high availability."
"o2-iam-user-no-recent-activity","security","parameswar.mondal","2021-04-02T08:47:08.310Z","Cloudticity-Fission-QA","us-east-1","o2-iam-user-no-recent-activity"
"o2-iam-user-no-recent-activity","security","manoj.lenka","2021-04-04T04:46:57.584Z","Cloudticity-Fission-QA","us-east-1","o2-iam-user-no-recent-activity"
"o2-iam-user-no-recent-activity","security","kiran.thoodi","2021-04-04T16:46:58.179Z","Cloudticity-Fission-QA","us-east-1","o2-iam-user-no-recent-activity"
"o2-s3-default-encryption","security","cloudticity-o2-ap-south-1-qa","2021-04-05T07:55:46.772Z","Cloudticity-Fission-QA","ap-south-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","cloudticity-o2-ap-south-1-qa","2021-04-05T07:55:46.828Z","Cloudticity-Fission-QA","ap-south-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","cloudticity-o2-ap-south-1-qa","2021-04-05T07:55:46.911Z","Cloudticity-Fission-QA","ap-south-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","cloudticity-o2-ap-south-1-qa","2021-04-05T07:55:46.953Z","Cloudticity-Fission-QA","ap-south-1","S3 bucket versioning is not enabled"
"o2-s3-default-encryption","security","cloudticity-o2-us-west-1-qa","2021-04-05T07:55:47.463Z","Cloudticity-Fission-QA","us-west-1","An S3 bucket does not have default encryption configured."
"o2-s3-logging-not-enabled","compliance","cloudticity-o2-us-west-1-qa","2021-04-05T07:55:47.523Z","Cloudticity-Fission-QA","us-west-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","cloudticity-o2-us-west-1-qa","2021-04-05T07:55:47.603Z","Cloudticity-Fission-QA","us-west-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","cloudticity-o2-us-west-1-qa","2021-04-05T07:55:47.653Z","Cloudticity-Fission-QA","us-west-1","S3 bucket versioning is not enabled"
"o2-s3-required-tags","compliance","cf-templates-1moyp2eikofcd-us-east-2","2021-04-05T13:55:46.891Z","Cloudticity-Fission-QA","us-east-2","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","cf-templates-1moyp2eikofcd-us-east-2","2021-04-05T13:55:46.945Z","Cloudticity-Fission-QA","us-east-2","S3 bucket versioning is not enabled"
"o2-s3-logging-not-enabled","compliance","cf-templates-1moyp2eikofcd-us-west-1","2021-04-05T13:55:47.078Z","Cloudticity-Fission-QA","us-west-1","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","cf-templates-1moyp2eikofcd-us-west-1","2021-04-05T13:55:47.149Z","Cloudticity-Fission-QA","us-west-1","o2-s3-required-tags"
"o2-s3-versioning-not-enabled","compliance","cf-templates-1moyp2eikofcd-us-west-1","2021-04-05T13:55:47.183Z","Cloudticity-Fission-QA","us-west-1","S3 bucket versioning is not enabled"
"o2-s3-logging-not-enabled","compliance","cloudticity-o2-us-west-2-qa","2021-04-05T13:55:48.950Z","Cloudticity-Fission-QA","us-east-2","S3 bucket does not have logging enabled"
"o2-s3-required-tags","compliance","cloudticity-o2-us-west-2-qa","2021-04-05T13:55:49.015Z","Cloudticity-Fission-QA","us-east-2","o2-s3-required-tags"
"o2-cloudwatch-alarm-aws-rds-rds-freeable-memory","cost","o2-qa","2021-04-05T16:42:38.637Z","Cloudticity-Fission-QA","us-east-1","o2-cloudwatch-alarm-aws-rds-rds-freeable-memory"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-mb4eyvgxw6sts-CustomEventTriggerChecks-1RVVCK5ZD8SD8","2021-04-05T16:44:41.416Z","Cloudticity-Fission-QA","us-east-1","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-mb4eyvgxw6sts-SendEventsEvent-VCV1BBV576MH","2021-04-05T16:44:41.476Z","Cloudticity-Fission-QA","us-east-1","o2-cloudformation-drift-detected"
"o2-ec2-required-tags","compliance","i-069fe2952054796fb","2021-04-05T17:43:13.100Z","Cloudticity-Fission-QA","us-west-2","EC2 instance is missing required tags"
"o2-ec2-keypair-not-available","compliance","ashish-pair","2021-04-05T17:43:13.307Z","Cloudticity-Fission-QA","us-west-2","o2-ec2-keypair-not-available"
"o2-ec2-no-asg","availability","i-0474480fb003770e1","2021-04-05T17:49:15.386Z","Cloudticity-Fission-QA","us-west-2","Instances without an autoscaling group should be configured for high availability."
"o2-ec2-public-subnet","security","i-0474480fb003770e1","2021-04-05T17:49:15.449Z","Cloudticity-Fission-QA","us-west-2","An EC2 instance is deployed in a public subnet"
"o2-ec2-required-tags","compliance","i-0474480fb003770e1","2021-04-05T17:49:15.509Z","Cloudticity-Fission-QA","us-west-2","EC2 instance is missing required tags"
"o2-ebs-no-recent-snapshot","compliance","vol-0462d557ecfa0820a","2021-04-05T17:49:19.459Z","Cloudticity-Fission-QA","us-west-2","o2-ebs-no-recent-snapshot"
"o2-ebs-untagged-volume","compliance","vol-0462d557ecfa0820a","2021-04-05T17:49:19.555Z","Cloudticity-Fission-QA","us-west-2","Untagged EBS Volume"
"o2-s3-logging-not-enabled","compliance","cloudticity-o2-us-west-2-qa","2021-04-05T17:55:57.063Z","Cloudticity-Fission-QA","us-west-2","S3 bucket does not have logging enabled"
"o2-load-balancer-v2-unencrypted-protocol","compliance","arn:aws:elasticloadbalancing:us-west-2:203471797812:loadbalancer/app/o2-api-qa/5a2fa2110835f865","2021-04-05T21:41:09.518Z","Cloudticity-Fission-QA","us-west-2","o2-load-balancer-v2-unencrypted-protocol"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicELBv2Check-1Y2A7O8GR5NEB","2021-04-05T21:41:26.114Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicEMRCheck-1APGWMCAYJR7V","2021-04-05T21:41:26.181Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicCloudFrontCheck-6FWQGNL46VQQ","2021-04-05T21:41:26.245Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicCWCheck-1DD2CQ77MEB0T","2021-04-05T21:41:26.312Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicRdsCheck-ZE8ATWDMZ7FH","2021-04-05T21:41:26.380Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicSnsCheck-1TPE6H86OF2IC","2021-04-05T21:41:26.451Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicS3Check-WPVT6EB4FBNG","2021-04-05T21:41:26.516Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicFirehoseCheck-CLFDIKYZ8YDI","2021-04-05T21:41:26.583Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicLambdaCheck-1W92MO5OSNBQ4","2021-04-05T21:41:26.652Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","-","SC-203471797812-pp-47dkvrcnu2fno-PeriodicAutoScalingCheck-E71FU325COZX","2021-04-05T21:41:26.701Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicSSMCheck-3YT6GW78S6XU","2021-04-05T21:41:26.773Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicRedShiftCheck-1I6HQ2DZU7GSH","2021-04-05T21:41:26.823Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicELBv1Check-6RNEMWXH03FD","2021-04-05T21:41:26.889Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicACMCheck-68OG0L3CZVUC","2021-04-05T21:41:26.939Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicSQSCheck-1LG80W0U4BD5X","2021-04-05T21:41:27.004Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicIAMCheck-1KJ6JRC5XK59F","2021-04-05T21:41:27.067Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
"o2-cloudformation-drift-detected","compliance","SC-203471797812-pp-47dkvrcnu2fno-PeriodicCFCheck-1VQ2M7DU2LN90","2021-04-05T21:41:27.136Z","Cloudticity-Fission-QA","us-west-2","o2-cloudformation-drift-detected"
